2l1h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.085		eval_len401-450_acc: 0.015		eval_len451-500_acc: 0.0 		lr: 0.001
4l1h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.119		eval_len351-400_acc: 0.041		eval_len401-450_acc: 0.006		eval_len451-500_acc: 0.0 		lr: 0.0001
4l1h256d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.22		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l2h16d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.245		eval_len151-200_acc: 0.181		eval_len201-250_acc: 0.155		eval_len251-300_acc: 0.123		eval_len301-350_acc: 0.101		eval_len351-400_acc: 0.074		eval_len401-450_acc: 0.061		eval_len451-500_acc: 0.054 		lr: 0.001
4l2h16d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.112		eval_len351-400_acc: 0.083		eval_len401-450_acc: 0.071		eval_len451-500_acc: 0.064 		lr: 0.001
4l2h16d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.083		eval_len401-450_acc: 0.071		eval_len451-500_acc: 0.064 		lr: 0.001
4l2h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.089		eval_len401-450_acc: 0.073		eval_len451-500_acc: 0.067 		lr: 0.0001
4l2h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.279		eval_len151-200_acc: 0.213		eval_len201-250_acc: 0.198		eval_len251-300_acc: 0.151		eval_len301-350_acc: 0.13		eval_len351-400_acc: 0.096		eval_len401-450_acc: 0.078		eval_len451-500_acc: 0.071 		lr: 0.0001
4l2h256d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.233		eval_len151-200_acc: 0.069		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l2h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.248		eval_len151-200_acc: 0.064		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l4h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.279		eval_len151-200_acc: 0.213		eval_len201-250_acc: 0.198		eval_len251-300_acc: 0.151		eval_len301-350_acc: 0.13		eval_len351-400_acc: 0.096		eval_len401-450_acc: 0.078		eval_len451-500_acc: 0.071 		lr: 0.001
4l4h64d		 >> early stop 192.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.001
4l4h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.124		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l4h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.131		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l4h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.283		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l4h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.356		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
4l4h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.339		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
