6l4h64d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.23		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
6l4h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.065		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l4h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.063		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.253		eval_len151-200_acc: 0.196		eval_len201-250_acc: 0.176		eval_len251-300_acc: 0.138		eval_len301-350_acc: 0.116		eval_len351-400_acc: 0.083		eval_len401-450_acc: 0.066		eval_len451-500_acc: 0.06 		lr: 0.001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.089		eval_len401-450_acc: 0.073		eval_len451-500_acc: 0.067 		lr: 0.001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.48		eval_len101-150_acc: 0.189		eval_len151-200_acc: 0.109		eval_len201-250_acc: 0.085		eval_len251-300_acc: 0.054		eval_len301-350_acc: 0.03		eval_len351-400_acc: 0.02		eval_len401-450_acc: 0.018		eval_len451-500_acc: 0.018 		lr: 0.001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.169		eval_len151-200_acc: 0.042		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.056		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h64d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.565		eval_len101-150_acc: 0.222		eval_len151-200_acc: 0.008		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h64d		 >> reach max step		 eval_len0-50_acc: 0.9945		eval_len51-100_acc: 0.623		eval_len101-150_acc: 0.284		eval_len151-200_acc: 0.003		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h64d		 >> early stop 360.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.339		eval_len151-200_acc: 0.085		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
6l8h256d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.089		eval_len401-450_acc: 0.073		eval_len451-500_acc: 0.067 		lr: 0.0001
6l8h256d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.565		eval_len101-150_acc: 0.291		eval_len151-200_acc: 0.229		eval_len201-250_acc: 0.206		eval_len251-300_acc: 0.156		eval_len301-350_acc: 0.133		eval_len351-400_acc: 0.104		eval_len401-450_acc: 0.084		eval_len451-500_acc: 0.074 		lr: 0.0001
6l8h256d		 >> reach max step		 eval_len0-50_acc: 0.9945		eval_len51-100_acc: 0.623		eval_len101-150_acc: 0.321		eval_len151-200_acc: 0.245		eval_len201-250_acc: 0.224		eval_len251-300_acc: 0.172		eval_len301-350_acc: 0.141		eval_len351-400_acc: 0.118		eval_len401-450_acc: 0.093		eval_len451-500_acc: 0.078 		lr: 0.0001
6l8h256d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.647		eval_len101-150_acc: 0.334		eval_len151-200_acc: 0.258		eval_len201-250_acc: 0.233		eval_len251-300_acc: 0.179		eval_len301-350_acc: 0.149		eval_len351-400_acc: 0.127		eval_len401-450_acc: 0.101		eval_len451-500_acc: 0.083 		lr: 0.0001
8l4h64d		 >> early stop 144.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.001
8l4h64d		 >> early stop 312.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.694		eval_len101-150_acc: 0.275		eval_len151-200_acc: 0.082		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l4h256d		 reach max step		 eval_len0-50_acc: 0.986		eval_len51-100_acc: 0.595		eval_len101-150_acc: 0.303		eval_len151-200_acc: 0.239		eval_len201-250_acc: 0.217		eval_len251-300_acc: 0.165		eval_len301-350_acc: 0.137		eval_len351-400_acc: 0.111		eval_len401-450_acc: 0.088		eval_len451-500_acc: 0.076 		lr: 0.0001
8l4h256d		 reach max step		 eval_len0-50_acc: 0.986		eval_len51-100_acc: 0.595		eval_len101-150_acc: 0.303		eval_len151-200_acc: 0.239		eval_len201-250_acc: 0.217		eval_len251-300_acc: 0.165		eval_len301-350_acc: 0.137		eval_len351-400_acc: 0.111		eval_len401-450_acc: 0.088		eval_len451-500_acc: 0.076 		lr: 0.0001
8l4h256d		 >> early stop 480.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.0001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.461		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l8h64d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.538		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l8h64d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.433		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l8h64d		 >> early stop 456.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.432		eval_len101-150_acc: 0.0		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.232		eval_len151-200_acc: 0.093		eval_len201-250_acc: 0.003		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.279		eval_len151-200_acc: 0.075		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.22		eval_len151-200_acc: 0.063		eval_len201-250_acc: 0.065		eval_len251-300_acc: 0.033		eval_len301-350_acc: 0.014		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.556		eval_len101-150_acc: 0.152		eval_len151-200_acc: 0.002		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.607		eval_len101-150_acc: 0.004		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 >> early stop 432.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.645		eval_len101-150_acc: 0.033		eval_len151-200_acc: 0.008		eval_len201-250_acc: 0.012		eval_len251-300_acc: 0.01		eval_len301-350_acc: 0.002		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h256d		 >> early stop 408.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.0001
12l4h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.279		eval_len151-200_acc: 0.213		eval_len201-250_acc: 0.198		eval_len251-300_acc: 0.151		eval_len301-350_acc: 0.13		eval_len351-400_acc: 0.096		eval_len401-450_acc: 0.078		eval_len451-500_acc: 0.071 		lr: 0.001
12l4h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.236		eval_len151-200_acc: 0.161		eval_len201-250_acc: 0.129		eval_len251-300_acc: 0.028		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l4h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.203		eval_len201-250_acc: 0.186		eval_len251-300_acc: 0.146		eval_len301-350_acc: 0.122		eval_len351-400_acc: 0.089		eval_len401-450_acc: 0.073		eval_len451-500_acc: 0.067 		lr: 0.0001
12l4h64d		 >> reach max step		 eval_len0-50_acc: 0.9945		eval_len51-100_acc: 0.623		eval_len101-150_acc: 0.321		eval_len151-200_acc: 0.245		eval_len201-250_acc: 0.224		eval_len251-300_acc: 0.172		eval_len301-350_acc: 0.141		eval_len351-400_acc: 0.118		eval_len401-450_acc: 0.093		eval_len451-500_acc: 0.078 		lr: 0.0001
12l4h64d		 >> reach max step		 eval_len0-50_acc: 0.9945		eval_len51-100_acc: 0.623		eval_len101-150_acc: 0.321		eval_len151-200_acc: 0.245		eval_len201-250_acc: 0.224		eval_len251-300_acc: 0.172		eval_len301-350_acc: 0.141		eval_len351-400_acc: 0.118		eval_len401-450_acc: 0.093		eval_len451-500_acc: 0.078 		lr: 0.0001
12l4h64d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.647		eval_len101-150_acc: 0.334		eval_len151-200_acc: 0.258		eval_len201-250_acc: 0.233		eval_len251-300_acc: 0.179		eval_len301-350_acc: 0.149		eval_len351-400_acc: 0.127		eval_len401-450_acc: 0.101		eval_len451-500_acc: 0.083 		lr: 0.0001
12l4h64d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.647		eval_len101-150_acc: 0.334		eval_len151-200_acc: 0.258		eval_len201-250_acc: 0.233		eval_len251-300_acc: 0.179		eval_len301-350_acc: 0.149		eval_len351-400_acc: 0.127		eval_len401-450_acc: 0.101		eval_len451-500_acc: 0.083 		lr: 0.0001
12l4h64d		 >> early stop 480.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.0001
12l4h256d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.279		eval_len151-200_acc: 0.213		eval_len201-250_acc: 0.198		eval_len251-300_acc: 0.151		eval_len301-350_acc: 0.13		eval_len351-400_acc: 0.096		eval_len401-450_acc: 0.078		eval_len451-500_acc: 0.071 		lr: 0.0001
12l4h256d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.647		eval_len101-150_acc: 0.334		eval_len151-200_acc: 0.258		eval_len201-250_acc: 0.233		eval_len251-300_acc: 0.179		eval_len301-350_acc: 0.149		eval_len351-400_acc: 0.127		eval_len401-450_acc: 0.101		eval_len451-500_acc: 0.083 		lr: 0.0001
12l4h256d		 >> early stop 432.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.253		eval_len151-200_acc: 0.196		eval_len201-250_acc: 0.176		eval_len251-300_acc: 0.049		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.253		eval_len151-200_acc: 0.196		eval_len201-250_acc: 0.111		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9215		eval_len51-100_acc: 0.484		eval_len101-150_acc: 0.253		eval_len151-200_acc: 0.147		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.947		eval_len51-100_acc: 0.519		eval_len101-150_acc: 0.266		eval_len151-200_acc: 0.099		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9635		eval_len51-100_acc: 0.545		eval_len101-150_acc: 0.271		eval_len151-200_acc: 0.02		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.565		eval_len101-150_acc: 0.268		eval_len151-200_acc: 0.004		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9765		eval_len51-100_acc: 0.565		eval_len101-150_acc: 0.281		eval_len151-200_acc: 0.025		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.986		eval_len51-100_acc: 0.595		eval_len101-150_acc: 0.303		eval_len151-200_acc: 0.057		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h256d		 reach max step		 eval_len0-50_acc: 0.986		eval_len51-100_acc: 0.595		eval_len101-150_acc: 0.303		eval_len151-200_acc: 0.239		eval_len201-250_acc: 0.217		eval_len251-300_acc: 0.165		eval_len301-350_acc: 0.137		eval_len351-400_acc: 0.111		eval_len401-450_acc: 0.088		eval_len451-500_acc: 0.076 		lr: 0.0001
12l8h256d		 reach max step		 eval_len0-50_acc: 0.986		eval_len51-100_acc: 0.595		eval_len101-150_acc: 0.303		eval_len151-200_acc: 0.239		eval_len201-250_acc: 0.217		eval_len251-300_acc: 0.165		eval_len301-350_acc: 0.137		eval_len351-400_acc: 0.111		eval_len401-450_acc: 0.088		eval_len451-500_acc: 0.076 		lr: 0.0001
12l8h256d		 >> reach max step		 eval_len0-50_acc: 0.9995		eval_len51-100_acc: 0.647		eval_len101-150_acc: 0.334		eval_len151-200_acc: 0.258		eval_len201-250_acc: 0.233		eval_len251-300_acc: 0.179		eval_len301-350_acc: 0.149		eval_len351-400_acc: 0.127		eval_len401-450_acc: 0.101		eval_len451-500_acc: 0.083 		lr: 0.0001
12l8h256d		 >> early stop 480.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.673		eval_len101-150_acc: 0.346		eval_len151-200_acc: 0.266		eval_len201-250_acc: 0.245		eval_len251-300_acc: 0.189		eval_len301-350_acc: 0.152		eval_len351-400_acc: 0.137		eval_len401-450_acc: 0.109		eval_len451-500_acc: 0.089 		lr: 0.0001
