6l4h64d		 reach max step		 eval_len0-50_acc: 0.983		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.159		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l4h64d		 reach max step		 eval_len0-50_acc: 0.959		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.486		eval_len401-450_acc: 0.482		eval_len451-500_acc: 0.499 		lr: 0.0001
8l4h64d		 reach max step		 eval_len0-50_acc: 0.983		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.486		eval_len401-450_acc: 0.482		eval_len451-500_acc: 0.499 		lr: 0.0001
8l4h64d		 reach max step		 eval_len0-50_acc: 0.983		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.351		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l4h64d		 reach max step		 eval_len0-50_acc: 0.983		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.413		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l4h64d		 reach max step		 eval_len0-50_acc: 0.983		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.486		eval_len401-450_acc: 0.482		eval_len451-500_acc: 0.499 		lr: 0.0001
8l4h256d		 >> early stop 432.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.057		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 >> early stop 480.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.183		eval_len151-200_acc: 0.0		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.001
8l8h64d		 reach max step		 eval_len0-50_acc: 0.9125		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.486		eval_len401-450_acc: 0.368		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h64d		 >> early stop 312.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.404		eval_len201-250_acc: 0.0		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
8l8h256d		 >> early stop 384.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.337		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l4h64d		 reach max step		 eval_len0-50_acc: 0.959		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 reach max step		 eval_len0-50_acc: 0.9305		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.182		eval_len251-300_acc: 0.0		eval_len301-350_acc: 0.0		eval_len351-400_acc: 0.0		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h64d		 >> early stop 240.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.201		eval_len401-450_acc: 0.0		eval_len451-500_acc: 0.0 		lr: 0.0001
12l8h256d		 >> early stop 72.0		 eval_len0-50_acc: 1.0		eval_len51-100_acc: 0.509		eval_len101-150_acc: 0.504		eval_len151-200_acc: 0.501		eval_len201-250_acc: 0.491		eval_len251-300_acc: 0.499		eval_len301-350_acc: 0.484		eval_len351-400_acc: 0.486		eval_len401-450_acc: 0.482		eval_len451-500_acc: 0.499 		lr: 0.0001
